const,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
1.0,-0.875,1.257362355953905,1.2862254025044726,0.6305226000613746,-0.5954198473282443,-4.285714285714286,0.41379310344827586,-1.0312500000000004,-1.1875,-1.1875,-0.32125368735212184,-0.2614736880067986,0.37416873178942206,1.9285714285714288,1.9285714285714288,-1.2452830188679243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-0.125,1.41101152368758,2.436493738819321,0.816986790086014,-0.5908396946564886,-0.9714285714285714,-0.6551724137931034,-1.3437500000000004,-2.5625,-2.625,0.15205871301156834,-1.0551765227472731,0.27788844609772584,1.4821428571428574,1.4642857142857142,-1.2264150943396224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.125,0.942381562099872,1.2772808586762079,2.080006029793641,-0.31603053435114503,0.11428571428571428,-0.6551724137931034,-1.000000000000001,-0.0625,-0.125,296.34027150826944,-1.1680202685171044,0.2643715450462405,0.6607142857142858,0.642857142857143,-0.7358490566037734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.75,-0.3738796414852753,-0.3059033989266548,0.019679380079786903,0.9862595419847325,0.2857142857142857,0.3103448275862069,0.2812499999999996,0.0625,0.0625,0.258619786231063,0.507374504665995,-0.5174488563074997,-0.19642857142857137,-0.19642857142857137,0.9245283018867922,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.75,-0.44558258642765686,-0.36314847942754924,-0.7075675704776998,1.111450381679389,0.2857142857142857,0.10344827586206896,0.18749999999999936,0.375,0.375,-0.1432035029367609,1.4720812072430394,-0.8473989191429261,-0.4285714285714286,-0.4285714285714286,0.7547169811320755,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.875,1.5160051216389245,1.9069767441860468,2.0438272679471603,0.3038167938931297,0.17142857142857143,-0.6551724137931034,-1.0937500000000002,-1.8125,-0.875,173.41571854862872,-0.9173121966518816,0.6833947637319089,0.8928571428571431,0.8928571428571431,-0.6792452830188678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.2279129321382843,0.2361359570661896,1.3367047536667784,0.4931297709923664,-0.8,-0.8275862068965517,0.49999999999999944,-0.5,-1.125,2097.7079866162426,0.18021774700699797,0.9253008149594286,0.19642857142857154,0.35714285714285715,0.4339622641509433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5,0.8860435339308578,0.8801431127012523,-0.04193577910855971,-0.605648854961832,-0.8,-0.6896551724137931,-1.6250000000000013,-0.1875,-0.375,-0.3425250441831513,-0.8166417918831663,1.3579840234119784,-0.17857142857142858,-0.07142857142857141,-0.641509433962264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,1.6209987195902689,1.967799642218247,1.4873814005990311,0.15572519083969463,-2.4571428571428573,-0.6551724137931034,-0.8125000000000007,-2.8125,-2.8125,1.8892015420769463,-0.2463747659823581,1.4503471466041657,1.3750000000000002,-0.25,-0.4339622641509433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.125,2.591549295774648,2.9660107334525945,2.1136077726911364,-0.044274809160305344,-0.8,-0.7931034482758621,-1.000000000000001,-1.75,-1.8125,5.705266755944908,-0.9980241961705474,-0.11402737246475385,1.0357142857142858,1.0357142857142858,-0.9433962264150942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,-0.44046094750320103,-0.3577817531305904,-0.6013462949968865,1.013740458015267,-0.05714285714285714,0.4482758620689655,0.18749999999999936,0.1875,0.1875,-0.32125368735212184,0.7285262453488642,-0.5109491325677634,-0.30357142857142855,-0.30357142857142855,0.8301886792452828,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.18181818181818182,-0.150268336314848,-0.4735003131544616,-0.59206106870229,0.4,0.5172413793103449,0.7187499999999992,0.1875,0.1875,-0.07267569719568504,0.6759697490646279,0.5475249524129489,0.6964285714285715,0.7142857142857143,0.05660377358490562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-0.375,-0.4327784891165173,-0.3434704830053668,-0.6909138547070975,0.5679389312977099,-0.34285714285714286,0.13793103448275862,-0.9375000000000002,0.25,0.375,0.02471379075558174,0.9341379012928158,1.331811172021771,-0.2857142857142857,-0.3392857142857143,0.6226415094339621,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.625,-0.3354673495518566,-0.27549194991055465,-0.3186925397454926,1.5129770992366411,0.4,0.5172413793103449,0.06249999999999979,0.125,0.125,-0.32125368735212184,0.3928111802891727,-0.23889534196623308,-0.23214285714285712,-0.23214285714285712,0.3773584905660379,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.625,-0.2740076824583867,-0.2325581395348838,-0.45712655208862374,-0.06564885496183208,0.5142857142857142,0.4827586206896552,0.24999999999999917,0.25,0.125,-0.18906019293137094,0.01972545559009453,-0.5093375209068748,-0.19642857142857137,-0.19642857142857137,0.2830188679245284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.25,-0.0819462227912932,-0.0679785330948122,-0.08806011129994105,-0.051908396946564926,-2.742857142857143,-1.9655172413793103,1.6875,-1.6875,-2.75,0.02471379075558174,-0.03664917182392236,-0.9784951387233316,-0.5535714285714285,-0.5535714285714285,0.30188679245283023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.75,-0.2023047375160051,-0.16815742397137753,0.0966417997498353,0.43816793893129763,0.4,0.5172413793103449,-0.03125000000000045,0.1875,0.1875,66.93299686597462,0.43461763879786913,-1.0220941314070617,0.5178571428571429,0.5892857142857143,-0.05660377358490562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.6965428937259923,0.7978533094812166,0.9880498821857284,-0.07175572519083971,0.05714285714285714,-1.2413793103448276,-0.9687500000000007,-0.1875,-0.1875,182.43301038656136,-0.5256609364331881,0.33145049421486217,0.5357142857142857,0.5,-0.16981132075471686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.875,-0.048655569782330314,-0.05724508050089452,0.034391358731446255,0.2946564885496183,0.17142857142857143,0.3448275862068966,0.5624999999999992,0.0625,-0.0625,0.6670132633150659,0.667756515624154,-0.6372262573335321,0.44642857142857145,0.4821428571428572,0.5660377358490567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.11267605633802814,-0.10733452593917713,-0.5920754872737258,0.2274809160305343,0.5142857142857142,0.41379310344827586,0.06249999999999979,0.375,0.3125,-0.29976854983083356,-0.14952003930166055,-0.3811544192118369,-0.30357142857142855,-0.2857142857142857,0.2641509433962263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.875,-0.45070422535211263,-0.36672629695885517,-0.6674802102531617,0.7312977099236639,-0.05714285714285714,0.3103448275862069,0.09374999999999913,0.3125,0.3125,-0.18906019293137094,1.058959373335086,-0.14144880950080643,-0.4285714285714286,-0.44642857142857145,0.8679245283018868,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.25,-0.07426376440460944,-0.0608228980322004,-0.35026999477776816,-0.4854961832061068,-0.34285714285714286,-0.06896551724137931,0.5312499999999999,-0.625,-0.8125,-0.07267569719568504,-0.4637400102821252,0.39894120984858006,0.5714285714285715,0.5357142857142857,-0.3773584905660377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.875,-0.42509603072983354,-0.3398926654740609,-0.648116676506955,1.2366412213740456,-0.34285714285714286,-0.20689655172413793,-0.1875000000000005,0.3125,0.3125,-0.1432035029367609,0.9855253891592292,1.0124545784749674,-0.48214285714285715,-0.48214285714285715,0.6792452830188679,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.375,0.017925736235595374,0.0447227191413238,-0.20637686569173042,-0.433587786259542,0.2857142857142857,-0.6206896551724138,-1.6562500000000007,0.1875,0.1875,0.23157859193343344,-0.48512916285272106,1.1218649040095177,2.160714285714286,2.285714285714286,-0.30188679245283007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,-0.1638924455825864,-0.13774597495527732,-0.2793912061920239,-0.5236641221374045,0.5714285714285714,0.5517241379310345,-0.03125000000000045,0.375,0.375,-0.256148316997753,0.7404782560423501,-0.4736558352773012,0.6785714285714286,0.642857142857143,-0.4150943396226415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.75,-0.08962868117797695,-0.07513416815742403,-0.3450872435767445,-0.32519083969465645,-1.6571428571428573,-0.3103448275862069,1.9375000000000002,-0.75,-1.625,0.02471379075558174,-0.029196271245107226,-0.9743402877137044,-0.5535714285714285,-0.5714285714285714,0.4716981132075473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.875,0.617157490396927,0.59391771019678,0.24657907912847937,0.4229007633587786,-0.05714285714285714,-0.6206896551724138,-0.9062500000000009,-0.3125,-0.3125,0.0,-0.3361318624183123,-0.05884861045014755,1.0000000000000002,1.017857142857143,-0.5283018867924527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.125,-0.06914212548015364,-0.05724508050089452,0.11858235244502745,0.45496183206106866,0.2857142857142857,0.2413793103448276,0.8124999999999996,0.0625,0.0625,1.1009985692925912,0.062030130953115374,-0.927038633108354,0.03571428571428575,0.017857142857142873,0.4905660377358491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.08450704225352115,-0.07692307692307694,-0.10511940247616353,1.3160305343511447,0.5714285714285714,0.0,0.8124999999999996,0.375,0.375,0.6670132633150659,0.40244711548164297,-0.9826853505921538,0.17857142857142858,0.19642857142857154,-0.018867924528301817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.625,0.4635083226632522,0.4382826475849732,0.19316874628745964,-0.5978625954198473,-1.4857142857142858,-2.0344827586206895,-1.1875000000000004,-0.8125,-1.4375,0.02471379075558174,-0.3491919426882836,1.5918662911379298,1.3750000000000002,1.392857142857143,-0.15094339622641503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,-0.015364916773367425,-0.019677996422182497,0.12628110682604932,0.16793893129770993,0.5714285714285714,0.0,0.0,0.375,0.375,0.6670132633150659,0.11488021057288882,-1.0086043307779196,0.10714285714285716,0.10714285714285716,-0.0377358490566038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,1.2599231754161333,1.5921288014311272,0.455978019966513,-0.6042748091603053,-1.6,-0.6551724137931034,-0.5625000000000003,-1.125,-1.125,0.8936779011500015,-0.5560404765791707,-0.4158320254442499,-0.2857142857142857,-0.3214285714285714,-0.9056603773584904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5,-0.14340588988476313,-0.11985688729874783,-0.5485497090086195,-0.3068702290076336,-0.8571428571428571,-2.3793103448275863,0.31250000000000006,-1.1875,-1.1875,-0.32125368735212184,0.19862771851093358,-0.23060492661797924,0.26785714285714285,0.25000000000000006,-0.05660377358490562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-0.625,-0.3175416133162612,-0.2468694096601074,0.3339464819922724,1.2503816793893128,0.22857142857142856,0.3793103448275862,0.0,0.0625,0.0625,-0.18906019293137094,0.4551940040296396,-0.633071406323905,-0.17857142857142858,-0.1607142857142857,0.7735849056603774,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.4532650448143406,-0.36493738819320226,-0.8010473177288497,0.699236641221374,-0.34285714285714286,0.3448275862068966,-0.9062500000000009,0.375,0.1875,0.02471379075558174,0.9673306240728583,1.3294347167101292,-0.21428571428571425,-0.26785714285714285,0.8867924528301886,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,0.19718309859154928,0.1788908765652952,0.019108703181613278,0.23206106870229004,0.0,-0.9655172413793104,-0.1875000000000005,-0.1875,-0.25,0.04967595923754059,-0.048542891166730766,-0.14374057588604808,-0.14285714285714282,-0.1607142857142857,-0.30188679245283007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.375,-0.08962868117797695,-0.07513416815742403,0.11776402330802369,0.381679389312977,0.4,0.27586206896551724,0.8749999999999993,0.1875,0.1875,0.574624345006036,0.05564539738198629,-0.9232945320019845,0.03571428571428575,0.017857142857142873,0.5094339622641509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,1.1293213828425095,1.144901610017889,0.5213797459949429,-0.5877862595419847,-0.8571428571428571,-0.6896551724137931,-1.312500000000001,-1.0,-1.25,1.136777579628994,-1.1449636667323109,0.8483417702093508,1.7857142857142858,1.857142857142857,-0.8679245283018866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.8578745198463509,0.8461538461538464,0.4490509356050342,-0.6061068702290076,-1.3714285714285714,-1.4137931034482758,-0.7187500000000003,-1.625,-1.75,-0.29976854983083356,-0.9270669793605681,0.6962129873532324,2.482142857142857,2.5,-0.792452830188679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,1.7823303457106274,2.7155635062611814,1.1525268603977152,0.2381679389312977,-0.17142857142857143,-1.793103448275862,-1.4375000000000007,-1.9375,-1.9375,2.346510388918171,-1.0176265314474613,0.20058162953934877,1.4107142857142858,-0.26785714285714285,-1.2264150943396224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,-0.14596670934699102,-0.13953488372093026,-0.28742734188391583,0.5267175572519083,-0.34285714285714286,-0.4482758620689655,0.31250000000000006,0.0,-0.5625,1.3975039736579828,0.6048582475764975,-0.9423064277435674,0.16071428571428578,0.16071428571428578,0.22641509433962265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,0.8348271446862995,1.0429338103756711,1.1255184097137105,0.8091603053435112,-1.0857142857142856,-0.6551724137931034,-0.5625000000000003,-3.0625,-3.0,74.23102138215468,0.2847730467412541,-0.6585433064128517,0.8035714285714286,0.7857142857142858,-0.28301886792452824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.25,-0.09987195902688857,-0.08228980322003582,-0.16525582655729296,-0.1114503816793893,0.05714285714285714,-0.1724137931034483,0.37499999999999983,-0.1875,-0.1875,1.4362629128496165,0.07619290071291535,-0.40270199605712353,-0.25,-0.2857142857142857,0.18867924528301902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.125,0.8143405889884764,1.153846153846154,0.8606956156580817,-0.10992366412213742,0.34285714285714286,-0.6551724137931034,-0.8437500000000011,0.0625,0.125,5.953906997761227,-0.8310673133459375,-0.5914398365290615,1.017857142857143,1.0000000000000002,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,0.2612035851472471,0.23971377459749554,0.20517808528927756,-0.07480916030534354,-0.11428571428571428,0.0,0.09374999999999913,-0.25,-0.375,-0.04869230933987778,-0.4838796206108103,-0.16566107030498772,-0.19642857142857137,-0.21428571428571425,-0.49056603773584895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.25,0.22279129321382843,0.1771019677996422,-0.5603257524231336,-0.5251908396946565,0.5142857142857142,-0.3793103448275862,-0.09375000000000025,0.375,0.375,-0.256148316997753,-0.24470689571915516,0.660463593720623,0.5535714285714287,0.5178571428571429,-0.6792452830188678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,-0.005121638924455808,-0.02325581395348839,0.0690806179820648,0.27786259541984726,0.05714285714285714,0.0,0.4687500000000001,-0.125,-0.1875,0.6670132633150659,0.6641909286851755,-0.6414164692023543,0.4642857142857144,0.5178571428571429,0.5660377358490567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.75,-0.2893725992317542,-0.24150268336314853,-0.33684293643772006,0.021374045801526735,0.17142857142857143,0.10344827586206896,-0.2500000000000003,-0.0625,-0.125,-0.18906019293137094,-0.16979485887233303,-0.2918025249341055,-0.017857142857142794,-0.017857142857142794,-0.13207547169811323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.25,-0.4097311139564661,-0.3327370304114491,-0.581519759238954,0.9358778625954196,0.45714285714285713,0.0,0.09374999999999913,0.3125,0.3125,-0.18906019293137094,1.0176561184801576,0.1551755462762263,-0.4285714285714286,-0.4285714285714286,0.6226415094339621,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.875,-0.06145966709346988,-0.05187835420393565,-0.10438721324831805,-0.06564885496183208,0.5142857142857142,0.0,0.4687500000000001,0.375,0.3125,-0.11992893131273172,-0.34594950814038555,-0.09217302665801677,-0.26785714285714285,-0.2857142857142857,-0.24528301886792447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.19462227912932142,0.15563506261180682,0.07519655153230324,-0.09618320610687027,0.0,-0.7586206896551724,-1.0937500000000002,-0.0625,-0.25,-0.1432035029367609,-0.5897589620715757,0.3208366165812142,-0.25,-0.25,-0.5849056603773584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.625,-0.29193341869398204,-0.23792486583184264,-0.43305762580464563,0.3190839694656487,0.2857142857142857,0.4482758620689655,0.37499999999999983,0.25,0.25,-0.04869230933987778,0.3417418170715696,0.325582165829412,-0.4107142857142857,-0.4107142857142857,0.2641509433962263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.625,1.915492957746479,2.0232558139534884,2.0672286099351616,-0.3068702290076336,-2.4,-0.6551724137931034,-0.9375000000000002,-2.875,-2.875,7.816557281707278,-0.9109226399897447,-0.22605875467945327,0.9642857142857143,0.9464285714285715,-0.7547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.625,-0.29449423815621,-0.2468694096601074,-0.35823793637490975,0.016793893129770972,0.17142857142857143,0.2413793103448276,-0.21875000000000094,-0.4375,-0.8125,-0.18906019293137094,-0.14772064814293917,-0.2918025249341055,-0.03571428571428567,-0.03571428571428567,-0.11320754716981124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.625,1.5672215108834828,1.4186046511627912,0.14279843440715087,-0.603969465648855,-1.4285714285714286,-1.7241379310344827,-0.9062500000000009,-1.8125,-1.5625,-0.07267569719568504,-0.6408689628651244,1.4087871755429118,3.303571428571429,3.375,-0.7547169811320754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.875,0.8194622279129322,0.8050089445438282,0.4110560573404662,-0.5206106870229007,0.05714285714285714,-1.6551724137931034,0.9687499999999996,-0.1875,-0.1875,0.02471379075558174,-0.45721905775228106,-1.0220941314070617,-0.5535714285714285,-0.5535714285714285,-0.18867924528301885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.75,-0.09987195902688857,-0.0840787119856888,-0.380505102892327,-0.5526717557251908,0.5142857142857142,0.5172413793103449,1.0,0.3125,0.3125,-0.07267569719568504,0.005707842380071743,0.049466356455694,0.10714285714285716,0.10714285714285716,0.39622641509433965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.36107554417413573,-0.28264758497316644,0.4241923934871049,1.5175572519083966,0.11428571428571428,0.5517241379310345,0.18749999999999936,-0.1875,0.125,0.07488900168352626,0.04761039486944036,0.10051211216741386,-0.19642857142857137,-0.17857142857142858,0.5283018867924527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.625,-0.3021766965428937,-0.23792486583184264,-0.45418343852571563,-0.5877862595419847,0.5714285714285714,0.4482758620689655,-0.03125000000000045,0.375,0.0625,-0.1432035029367609,0.966885355326876,-0.9122300905769025,0.6071428571428572,0.5,0.1132075471698114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.25,0.9935979513444302,1.26654740608229,1.6498484475973247,0.27022900763358776,0.05714285714285714,-0.6551724137931034,-0.9687500000000007,-0.125,-0.1875,60.96050626246643,-0.827087770341319,0.7494060411503225,0.7857142857142858,0.7678571428571429,-0.5660377358490565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.3892445582586428,0.36493738819320215,0.09165286334441768,-0.14809160305343513,-0.11428571428571428,-0.4827586206896552,-1.2187500000000009,-0.4375,-0.375,-0.234008859626327,-0.4421655075387928,2.474405445236972,4.178571428571429,4.285714285714286,-0.28301886792452824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
